,Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
777,2020-12-27,United Kingdom,2020-12-28 05:22:06,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
778,2020-12-27,United Kingdom,2020-12-28 05:22:06,54.7877,-6.4923,65562,1271,0.0,64291.0,"Northern Ireland, United Kingdom",3484.375,1.938622982825417
779,2020-12-27,United Kingdom,2020-12-28 05:22:06,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
780,2020-12-27,United Kingdom,2020-12-28 05:22:06,56.4907,-4.2026,119924,4416,0.0,115508.0,"Scotland, United Kingdom",2195.083557556788,3.6823321436910037
781,2020-12-27,United Kingdom,2020-12-28 05:22:06,21.69400000000001,-71.7979,849,6,763.0,80.0,"Turks and Caicos Islands, United Kingdom",2192.7785526111884,0.7067137809187279
782,2020-12-27,United Kingdom,2020-12-28 05:22:06,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
783,2020-12-27,United Kingdom,2020-12-28 05:22:06,52.1307,-3.7837,139642,3368,0.0,136274.0,"Wales, United Kingdom",4449.181163576117,2.4118818120622736
784,2020-12-28,United Kingdom,2020-12-29 05:22:37,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
785,2020-12-28,United Kingdom,2020-12-29 05:22:37,32.3078,-64.7505,581,10,394.0,177.0,"Bermuda, United Kingdom",932.988614648403,1.721170395869191
786,2020-12-28,United Kingdom,2020-12-29 05:22:37,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
787,2020-12-28,United Kingdom,2020-12-29 05:22:37,19.3133,-81.2546,318,2,290.0,26.0,"Cayman Islands, United Kingdom",483.8709677419355,0.6289308176100629
788,2020-12-28,United Kingdom,2020-12-29 05:22:37,49.3723,-2.3644,2989,57,2045.0,887.0,"Channel Islands, United Kingdom",1753.0894609352551,1.9069923051187687
789,2020-12-28,United Kingdom,2020-12-29 05:22:37,52.3555,-1.1743,1999728,62019,0.0,1937709.0,"England, United Kingdom",3572.397333199945,3.1013717865629724
790,2020-12-28,United Kingdom,2020-12-29 05:22:37,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
791,2020-12-28,United Kingdom,2020-12-29 05:22:37,36.1408,-5.3536,1706,6,1149.0,551.0,"Gibraltar, United Kingdom",5063.6668546496085,0.3516998827667057
792,2020-12-28,United Kingdom,2020-12-29 05:22:37,54.2361,-4.5481,374,25,346.0,3.0,"Isle of Man, United Kingdom",439.83441527895377,6.684491978609627
793,2020-12-28,United Kingdom,2020-12-29 05:22:37,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
794,2020-12-28,United Kingdom,2020-12-29 05:22:37,54.7877,-6.4923,67196,1291,0.0,65905.0,"Northern Ireland, United Kingdom",3571.2159863945576,1.9212453122209656
795,2020-12-28,United Kingdom,2020-12-29 05:22:37,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
796,2020-12-28,United Kingdom,2020-12-29 05:22:37,56.4907,-4.2026,120891,4416,0.0,116475.0,"Scotland, United Kingdom",2212.7834825105706,3.6528773854133054
797,2020-12-28,United Kingdom,2020-12-29 05:22:37,21.69400000000001,-71.7979,849,6,763.0,80.0,"Turks and Caicos Islands, United Kingdom",2192.7785526111884,0.7067137809187279
798,2020-12-28,United Kingdom,2020-12-29 05:22:37,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
799,2020-12-28,United Kingdom,2020-12-29 05:22:37,52.1307,-3.7837,141915,3383,0.0,138532.0,"Wales, United Kingdom",4521.601988147581,2.3838213014832816
800,2020-12-29,United Kingdom,2020-12-30 05:22:34,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
801,2020-12-29,United Kingdom,2020-12-30 05:22:34,32.3078,-64.7505,595,10,421.0,164.0,"Bermuda, United Kingdom",955.4702680134246,1.680672268907563
802,2020-12-29,United Kingdom,2020-12-30 05:22:34,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
803,2020-12-29,United Kingdom,2020-12-30 05:22:34,19.3133,-81.2546,326,2,293.0,31.0,"Cayman Islands, United Kingdom",496.0438222763238,0.6134969325153374
804,2020-12-29,United Kingdom,2020-12-30 05:22:34,49.3723,-2.3644,3004,57,2180.0,767.0,"Channel Islands, United Kingdom",1761.887166493645,1.8974700399467377
805,2020-12-29,United Kingdom,2020-12-30 05:22:34,52.3555,-1.1743,2046892,62379,0.0,1984513.0,"England, United Kingdom",3656.6530658911133,3.0474983536014597
806,2020-12-29,United Kingdom,2020-12-30 05:22:34,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
807,2020-12-29,United Kingdom,2020-12-30 05:22:34,36.1408,-5.3536,1793,6,1176.0,611.0,"Gibraltar, United Kingdom",5321.896055326349,0.3346346904629113
808,2020-12-29,United Kingdom,2020-12-30 05:22:34,54.2361,-4.5481,374,25,346.0,3.0,"Isle of Man, United Kingdom",439.83441527895377,6.684491978609627
809,2020-12-29,United Kingdom,2020-12-30 05:22:34,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
810,2020-12-29,United Kingdom,2020-12-30 05:22:34,54.7877,-6.4923,68762,1305,0.0,67457.0,"Northern Ireland, United Kingdom",3654.443027210884,1.8978505569936883
811,2020-12-29,United Kingdom,2020-12-30 05:22:34,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
812,2020-12-29,United Kingdom,2020-12-30 05:22:34,56.4907,-4.2026,122786,4467,0.0,118319.0,"Scotland, United Kingdom",2247.469478154229,3.6380369097454106
813,2020-12-29,United Kingdom,2020-12-30 05:22:34,21.69400000000001,-71.7979,865,6,763.0,96.0,"Turks and Caicos Islands, United Kingdom",2234.103001188078,0.6936416184971098
814,2020-12-29,United Kingdom,2020-12-30 05:22:34,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
815,2020-12-29,United Kingdom,2020-12-30 05:22:34,52.1307,-3.7837,144425,3416,0.0,141009.0,"Wales, United Kingdom",4601.573950168865,2.3652414748139168
816,2020-12-30,United Kingdom,2020-12-31 05:22:49,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
817,2020-12-30,United Kingdom,2020-12-31 05:22:49,32.3078,-64.7505,595,10,421.0,164.0,"Bermuda, United Kingdom",955.4702680134246,1.680672268907563
818,2020-12-30,United Kingdom,2020-12-31 05:22:49,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
819,2020-12-30,United Kingdom,2020-12-31 05:22:49,19.3133,-81.2546,330,2,294.0,34.0,"Cayman Islands, United Kingdom",502.130249543518,0.6060606060606061
820,2020-12-30,United Kingdom,2020-12-31 05:22:49,49.3723,-2.3644,3024,58,2256.0,710.0,"Channel Islands, United Kingdom",1773.617440571499,1.9179894179894181
821,2020-12-30,United Kingdom,2020-12-31 05:22:49,52.3555,-1.1743,2090446,63298,0.0,2027148.0,"England, United Kingdom",3734.4597443244734,3.0279662808797743
822,2020-12-30,United Kingdom,2020-12-31 05:22:49,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
823,2020-12-30,United Kingdom,2020-12-31 05:22:49,36.1408,-5.3536,1973,6,1216.0,751.0,"Gibraltar, United Kingdom",5856.1633670713245,0.30410542321338063
824,2020-12-30,United Kingdom,2020-12-31 05:22:49,54.2361,-4.5481,377,25,348.0,4.0,"Isle of Man, United Kingdom",443.36249882397215,6.631299734748009
825,2020-12-30,United Kingdom,2020-12-31 05:22:49,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
826,2020-12-30,United Kingdom,2020-12-31 05:22:49,54.7877,-6.4923,70905,1311,0.0,69594.0,"Northern Ireland, United Kingdom",3768.3354591836733,1.848952824201396
827,2020-12-30,United Kingdom,2020-12-31 05:22:49,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
828,2020-12-30,United Kingdom,2020-12-31 05:22:49,56.4907,-4.2026,124831,4510,0.0,120321.0,"Scotland, United Kingdom",2284.9010671206047,3.612884620006248
829,2020-12-30,United Kingdom,2020-12-31 05:22:49,21.69400000000001,-71.7979,874,6,764.0,104.0,"Turks and Caicos Islands, United Kingdom",2257.348003512578,0.6864988558352403
830,2020-12-30,United Kingdom,2020-12-31 05:22:49,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
831,2020-12-30,United Kingdom,2020-12-31 05:22:49,52.1307,-3.7837,146706,3429,0.0,143277.0,"Wales, United Kingdom",4674.249665455935,2.3373277166578053
832,2020-12-31,United Kingdom,2021-01-01 05:23:07,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
833,2020-12-31,United Kingdom,2021-01-01 05:23:07,32.3078,-64.7505,604,10,445.0,149.0,"Bermuda, United Kingdom",969.9227594623674,1.6556291390728477
834,2020-12-31,United Kingdom,2021-01-01 05:23:07,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
835,2020-12-31,United Kingdom,2021-01-01 05:23:07,19.3133,-81.2546,338,2,294.0,42.0,"Cayman Islands, United Kingdom",514.3031040779064,0.591715976331361
836,2020-12-31,United Kingdom,2021-01-01 05:23:07,49.3723,-2.3644,3058,58,2256.0,744.0,"Channel Islands, United Kingdom",1793.5589065038505,1.896664486592544
837,2020-12-31,United Kingdom,2021-01-01 05:23:07,52.3555,-1.1743,2139956,64118,0.0,2075838.0,"England, United Kingdom",3822.906469062404,2.9962298290245215
838,2020-12-31,United Kingdom,2021-01-01 05:23:07,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
839,2020-12-31,United Kingdom,2021-01-01 05:23:07,36.1408,-5.3536,2040,7,1238.0,795.0,"Gibraltar, United Kingdom",6055.029533109731,0.3431372549019608
840,2020-12-31,United Kingdom,2021-01-01 05:23:07,54.2361,-4.5481,377,25,348.0,4.0,"Isle of Man, United Kingdom",443.36249882397215,6.631299734748009
841,2020-12-31,United Kingdom,2021-01-01 05:23:07,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
842,2020-12-31,United Kingdom,2021-01-01 05:23:07,54.7877,-6.4923,72834,1322,0.0,71512.0,"Northern Ireland, United Kingdom",3870.854591836736,1.8150863607655765
843,2020-12-31,United Kingdom,2021-01-01 05:23:07,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
844,2020-12-31,United Kingdom,2021-01-01 05:23:07,56.4907,-4.2026,127453,4578,0.0,122875.0,"Scotland, United Kingdom",2332.8940384016987,3.5919123127741206
845,2020-12-31,United Kingdom,2021-01-01 05:23:07,21.69400000000001,-71.7979,893,6,783.0,104.0,"Turks and Caicos Islands, United Kingdom",2306.4207861976347,0.6718924972004481
846,2020-12-31,United Kingdom,2021-01-01 05:23:07,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
847,2020-12-31,United Kingdom,2021-01-01 05:23:07,52.1307,-3.7837,148537,3494,0.0,145043.0,"Wales, United Kingdom",4732.587777990187,2.35227586392616
848,2021-01-01,United Kingdom,2021-01-02 05:22:33,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
849,2021-01-01,United Kingdom,2021-01-02 05:22:33,32.3078,-64.7505,604,10,445.0,149.0,"Bermuda, United Kingdom",969.9227594623674,1.6556291390728477
850,2021-01-01,United Kingdom,2021-01-02 05:22:33,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
851,2021-01-01,United Kingdom,2021-01-02 05:22:33,19.3133,-81.2546,338,2,294.0,42.0,"Cayman Islands, United Kingdom",514.3031040779064,0.591715976331361
852,2021-01-01,United Kingdom,2021-01-02 05:22:33,49.3723,-2.3644,3059,60,2445.0,554.0,"Channel Islands, United Kingdom",1794.1454202077432,1.9614253023864008
853,2021-01-01,United Kingdom,2021-01-02 05:22:33,52.3555,-1.1743,2190702,64731,0.0,2125971.0,"England, United Kingdom",3913.561235645942,2.9548062675799813
854,2021-01-01,United Kingdom,2021-01-02 05:22:33,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
855,2021-01-01,United Kingdom,2021-01-02 05:22:33,36.1408,-5.3536,2212,7,1249.0,956.0,"Gibraltar, United Kingdom",6565.551630999376,0.3164556962025317
856,2021-01-01,United Kingdom,2021-01-02 05:22:33,54.2361,-4.5481,377,25,348.0,4.0,"Isle of Man, United Kingdom",443.36249882397215,6.631299734748009
857,2021-01-01,United Kingdom,2021-01-02 05:22:33,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
858,2021-01-01,United Kingdom,2021-01-02 05:22:33,54.7877,-6.4923,72834,1322,0.0,71512.0,"Northern Ireland, United Kingdom",3870.854591836736,1.8150863607655765
859,2021-01-01,United Kingdom,2021-01-02 05:22:33,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
860,2021-01-01,United Kingdom,2021-01-02 05:22:33,56.4907,-4.2026,129992,4578,0.0,125414.0,"Scotland, United Kingdom",2379.367781377556,3.5217551849344577
861,2021-01-01,United Kingdom,2021-01-02 05:22:33,21.69400000000001,-71.7979,893,6,783.0,104.0,"Turks and Caicos Islands, United Kingdom",2306.4207861976347,0.6718924972004481
862,2021-01-01,United Kingdom,2021-01-02 05:22:33,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
863,2021-01-01,United Kingdom,2021-01-02 05:22:33,52.1307,-3.7837,148537,3494,0.0,145043.0,"Wales, United Kingdom",4732.587777990187,2.35227586392616
864,2021-01-02,United Kingdom,2021-01-03 05:22:52,18.2206,-63.0686,13,0,12.0,1.0,"Anguilla, United Kingdom",86.65511265164646,0.0
865,2021-01-02,United Kingdom,2021-01-03 05:22:52,32.3078,-64.7505,622,10,478.0,134.0,"Bermuda, United Kingdom",998.8277423602524,1.6077170418006432
866,2021-01-02,United Kingdom,2021-01-03 05:22:52,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
867,2021-01-02,United Kingdom,2021-01-03 05:22:52,19.3133,-81.2546,338,2,294.0,42.0,"Cayman Islands, United Kingdom",514.3031040779064,0.591715976331361
868,2021-01-02,United Kingdom,2021-01-03 05:22:52,49.3723,-2.3644,3059,60,2445.0,554.0,"Channel Islands, United Kingdom",1794.1454202077432,1.9614253023864008
869,2021-01-02,United Kingdom,2021-01-03 05:22:52,52.3555,-1.1743,2239950,65080,0.0,2174870.0,"England, United Kingdom",4001.539912678733,2.9054219960266967
870,2021-01-02,United Kingdom,2021-01-03 05:22:52,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
871,2021-01-02,United Kingdom,2021-01-03 05:22:52,36.1408,-5.3536,2304,7,1274.0,1023.0,"Gibraltar, United Kingdom",6838.621590335698,0.3038194444444444
872,2021-01-02,United Kingdom,2021-01-03 05:22:52,54.2361,-4.5481,380,25,355.0,0.0,"Isle of Man, United Kingdom",446.89058236899047,6.578947368421053
873,2021-01-02,United Kingdom,2021-01-03 05:22:52,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
874,2021-01-02,United Kingdom,2021-01-03 05:22:52,54.7877,-6.4923,76410,1348,0.0,75062.0,"Northern Ireland, United Kingdom",4060.9056122448974,1.7641669938489726
875,2021-01-02,United Kingdom,2021-01-03 05:22:52,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
876,2021-01-02,United Kingdom,2021-01-03 05:22:52,56.4907,-4.2026,132129,4578,0.0,127551.0,"Scotland, United Kingdom",2418.483334248532,3.4647957677724044
877,2021-01-02,United Kingdom,2021-01-03 05:22:52,21.69400000000001,-71.7979,909,6,783.0,120.0,"Turks and Caicos Islands, United Kingdom",2347.7452347745234,0.6600660066006601
878,2021-01-02,United Kingdom,2021-01-03 05:22:52,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
879,2021-01-02,United Kingdom,2021-01-03 05:22:52,52.1307,-3.7837,151300,3564,0.0,147736.0,"Wales, United Kingdom",4820.6206588925,2.355584930601454
880,2021-01-03,United Kingdom,2021-01-04 05:22:02,18.2206,-63.0686,15,0,13.0,2.0,"Anguilla, United Kingdom",99.98666844420744,0.0
881,2021-01-03,United Kingdom,2021-01-04 05:22:02,32.3078,-64.7505,622,10,478.0,134.0,"Bermuda, United Kingdom",998.8277423602524,1.6077170418006432
882,2021-01-03,United Kingdom,2021-01-04 05:22:02,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
883,2021-01-03,United Kingdom,2021-01-04 05:22:02,19.3133,-81.2546,338,2,294.0,42.0,"Cayman Islands, United Kingdom",514.3031040779064,0.591715976331361
884,2021-01-03,United Kingdom,2021-01-04 05:22:02,49.3723,-2.3644,3121,60,2621.0,440.0,"Channel Islands, United Kingdom",1830.50926984909,1.9224607497596924
885,2021-01-03,United Kingdom,2021-01-04 05:22:02,52.3555,-1.1743,2286803,65472,0.0,2221331.0,"England, United Kingdom",4085.2400620252533,2.8630363000223458
886,2021-01-03,United Kingdom,2021-01-04 05:22:02,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
887,2021-01-03,United Kingdom,2021-01-04 05:22:02,36.1408,-5.3536,2406,8,1447.0,951.0,"Gibraltar, United Kingdom",7141.3730669911865,0.3325020781379884
888,2021-01-03,United Kingdom,2021-01-04 05:22:02,54.2361,-4.5481,380,25,355.0,0.0,"Isle of Man, United Kingdom",446.89058236899047,6.578947368421053
889,2021-01-03,United Kingdom,2021-01-04 05:22:02,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
890,2021-01-03,United Kingdom,2021-01-04 05:22:02,54.7877,-6.4923,78072,1354,0.0,76718.0,"Northern Ireland, United Kingdom",4149.234693877551,1.7342965467773337
891,2021-01-03,United Kingdom,2021-01-04 05:22:02,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
892,2021-01-03,United Kingdom,2021-01-04 05:22:02,56.4907,-4.2026,134593,4578,0.0,130015.0,"Scotland, United Kingdom",2463.5842805630296,3.4013655985080953
893,2021-01-03,United Kingdom,2021-01-04 05:22:02,21.69400000000001,-71.7979,910,6,783.0,121.0,"Turks and Caicos Islands, United Kingdom",2350.328012810579,0.6593406593406593
894,2021-01-03,United Kingdom,2021-01-04 05:22:02,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
895,2021-01-03,United Kingdom,2021-01-04 05:22:02,52.1307,-3.7837,155311,3620,0.0,151691.0,"Wales, United Kingdom",4948.4164914293,2.330807219063685
896,2021-01-04,United Kingdom,2021-01-05 05:21:49,18.2206,-63.0686,15,0,13.0,2.0,"Anguilla, United Kingdom",99.98666844420744,0.0
897,2021-01-04,United Kingdom,2021-01-05 05:21:49,32.3078,-64.7505,624,10,519.0,95.0,"Bermuda, United Kingdom",1002.039407126684,1.6025641025641026
898,2021-01-04,United Kingdom,2021-01-05 05:21:49,18.4207,-64.64,86,1,74.0,11.0,"British Virgin Islands, United Kingdom",284.4197506366372,1.162790697674419
899,2021-01-04,United Kingdom,2021-01-05 05:21:49,19.3133,-81.2546,347,2,299.0,46.0,"Cayman Islands, United Kingdom",527.9975654290931,0.5763688760806917
900,2021-01-04,United Kingdom,2021-01-05 05:21:49,49.3723,-2.3644,3142,63,2690.0,389.0,"Channel Islands, United Kingdom",1842.8260576308369,2.0050922978994272
901,2021-01-04,United Kingdom,2021-01-05 05:21:49,52.3555,-1.1743,2339983,65842,0.0,2274141.0,"England, United Kingdom",4180.243027518347,2.813781125760315
902,2021-01-04,United Kingdom,2021-01-05 05:21:49,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
903,2021-01-04,United Kingdom,2021-01-05 05:21:49,36.1408,-5.3536,2513,8,1504.0,1001.0,"Gibraltar, United Kingdom",7458.965302306254,0.31834460803820136
904,2021-01-04,United Kingdom,2021-01-05 05:21:49,54.2361,-4.5481,380,25,349.0,6.0,"Isle of Man, United Kingdom",446.89058236899047,6.578947368421053
905,2021-01-04,United Kingdom,2021-01-05 05:21:49,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
906,2021-01-04,United Kingdom,2021-01-05 05:21:49,54.7877,-6.4923,79873,1366,0.0,78507.0,"Northern Ireland, United Kingdom",4244.951105442177,1.7102149662589359
907,2021-01-04,United Kingdom,2021-01-05 05:21:49,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
908,2021-01-04,United Kingdom,2021-01-05 05:21:49,56.4907,-4.2026,136498,4578,0.0,131920.0,"Scotland, United Kingdom",2498.453315761536,3.3538952951691603
909,2021-01-04,United Kingdom,2021-01-05 05:21:49,21.69400000000001,-71.7979,910,6,783.0,121.0,"Turks and Caicos Islands, United Kingdom",2350.328012810579,0.6593406593406593
910,2021-01-04,United Kingdom,2021-01-05 05:21:49,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
911,2021-01-04,United Kingdom,2021-01-05 05:21:49,52.1307,-3.7837,157209,3645,0.0,153564.0,"Wales, United Kingdom",5008.889313706748,2.318569547544988
912,2021-01-05,United Kingdom,2021-01-06 05:22:16,18.2206,-63.0686,15,0,13.0,2.0,"Anguilla, United Kingdom",99.98666844420744,0.0
913,2021-01-05,United Kingdom,2021-01-06 05:22:16,32.3078,-64.7505,632,11,522.0,99.0,"Bermuda, United Kingdom",1014.8860661924107,1.7405063291139242
914,2021-01-05,United Kingdom,2021-01-06 05:22:16,18.4207,-64.64,97,1,84.0,12.0,"British Virgin Islands, United Kingdom",320.79902106690486,1.0309278350515465
915,2021-01-05,United Kingdom,2021-01-06 05:22:16,19.3133,-81.2546,350,2,305.0,43.0,"Cayman Islands, United Kingdom",532.5623858794887,0.5714285714285714
916,2021-01-05,United Kingdom,2021-01-06 05:22:16,49.3723,-2.3644,3164,67,2756.0,341.0,"Channel Islands, United Kingdom",1855.7293591164762,2.117572692793932
917,2021-01-05,United Kingdom,2021-01-06 05:22:16,52.3555,-1.1743,2394923,66626,0.0,2328297.0,"England, United Kingdom",4278.390130267323,2.7819683555588215
918,2021-01-05,United Kingdom,2021-01-06 05:22:16,-51.7963,-59.5236,29,0,17.0,12.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
919,2021-01-05,United Kingdom,2021-01-06 05:22:16,36.1408,-5.3536,2626,10,1530.0,1086.0,"Gibraltar, United Kingdom",7794.366448012824,0.3808073115003808
920,2021-01-05,United Kingdom,2021-01-06 05:22:16,54.2361,-4.5481,386,25,349.0,12.0,"Isle of Man, United Kingdom",453.94674945902716,6.476683937823834
921,2021-01-05,United Kingdom,2021-01-06 05:22:16,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
922,2021-01-05,United Kingdom,2021-01-06 05:22:16,54.7877,-6.4923,81251,1384,0.0,79867.0,"Northern Ireland, United Kingdom",4318.186649659864,1.7033636509089118
923,2021-01-05,United Kingdom,2021-01-06 05:22:16,-7.9467,-14.3559,4,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
924,2021-01-05,United Kingdom,2021-01-06 05:22:16,56.4907,-4.2026,139027,4633,0.0,134394.0,"Scotland, United Kingdom",2544.744019182545,3.332446215483323
925,2021-01-05,United Kingdom,2021-01-06 05:22:16,21.69400000000001,-71.7979,918,6,795.0,117.0,"Turks and Caicos Islands, United Kingdom",2370.9902370990235,0.6535947712418301
926,2021-01-05,United Kingdom,2021-01-06 05:22:16,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
927,2021-01-05,United Kingdom,2021-01-06 05:22:16,52.1307,-3.7837,159278,3662,0.0,155616.0,"Wales, United Kingdom",5074.8104250302695,2.299124800662992
928,2021-01-06,United Kingdom,2021-01-07 05:22:03,18.2206,-63.0686,15,0,13.0,2.0,"Anguilla, United Kingdom",99.98666844420744,0.0
929,2021-01-06,United Kingdom,2021-01-07 05:22:03,32.3078,-64.7505,632,11,522.0,99.0,"Bermuda, United Kingdom",1014.8860661924107,1.7405063291139242
930,2021-01-06,United Kingdom,2021-01-07 05:22:03,18.4207,-64.64,97,1,84.0,12.0,"British Virgin Islands, United Kingdom",320.79902106690486,1.0309278350515465
931,2021-01-06,United Kingdom,2021-01-07 05:22:03,19.3133,-81.2546,356,2,307.0,47.0,"Cayman Islands, United Kingdom",541.69202678028,0.5617977528089888
932,2021-01-06,United Kingdom,2021-01-07 05:22:03,49.3723,-2.3644,3194,67,2756.0,371.0,"Channel Islands, United Kingdom",1873.3247702332565,2.0976831559173448
933,2021-01-06,United Kingdom,2021-01-07 05:22:03,52.3555,-1.1743,2450983,67510,0.0,2383473.0,"England, United Kingdom",4378.5380476336795,2.7544050693130058
934,2021-01-06,United Kingdom,2021-01-07 05:22:03,-51.7963,-59.5236,29,0,27.0,2.0,"Falkland Islands (Malvinas), United Kingdom",832.6155612977318,0.0
935,2021-01-06,United Kingdom,2021-01-07 05:22:03,36.1408,-5.3536,2798,11,1579.0,1208.0,"Gibraltar, United Kingdom",8304.888545902466,0.3931379556826304
936,2021-01-06,United Kingdom,2021-01-07 05:22:03,54.2361,-4.5481,389,25,349.0,15.0,"Isle of Man, United Kingdom",457.4748330040457,6.4267352185089965
937,2021-01-06,United Kingdom,2021-01-07 05:22:03,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
938,2021-01-06,United Kingdom,2021-01-07 05:22:03,54.7877,-6.4923,83236,1397,0.0,81839.0,"Northern Ireland, United Kingdom",4423.681972789115,1.678360324859436
939,2021-01-06,United Kingdom,2021-01-07 05:22:03,-7.9467,-14.3559,4,0,4.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
940,2021-01-06,United Kingdom,2021-01-07 05:22:03,56.4907,-4.2026,141066,4701,0.0,136365.0,"Scotland, United Kingdom",2582.065784416013,3.332482667687465
941,2021-01-06,United Kingdom,2021-01-07 05:22:03,21.69400000000001,-71.7979,941,6,799.0,136.0,"Turks and Caicos Islands, United Kingdom",2430.394131928302,0.6376195536663124
942,2021-01-06,United Kingdom,2021-01-07 05:22:03,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
943,2021-01-06,United Kingdom,2021-01-07 05:22:03,52.1307,-3.7837,161516,3738,0.0,157778.0,"Wales, United Kingdom",5146.116102720958,2.3143218009361304
