,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
44,0.019591200770855115,0.02797184126447318,0.0,0.04731251318551544,0.10846700116661845,0.5344678735872749,2020-11-11
45,0.00018348811940053714,5.339836067032742e-05,0.16579198473282442,0.028525316574132015,0.14385204301541293,0.10893854748603353,2020-11-11
46,0.0,0.0,0.0,0.028521471466352363,,,2020-11-11
47,0.01596141624126125,0.018760624048841698,0.0,0.04394701851624469,0.15448266267093536,0.43998458673174495,2020-11-11
48,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-12
49,5.63790311007237e-05,8.009754100549113e-05,0.04484732824427481,0.028527367298281165,0.026209250838353626,0.5318181818181819,2020-11-12
50,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-12
51,6.483588576583226e-05,8.899726778387903e-06,0.05629770992366412,0.02852557291465066,0.028700800764464712,0.05138339920948617,2020-11-12
52,0.00025703712815466304,0.00042718688536261934,0.1827290076335878,0.028569919824375987,0.04468863157177014,0.6221335992023928,2020-11-12
53,0.2829568751665744,0.39846746704876157,0.0,0.3000809267017358,0.1535417746375853,0.5271500158946804,2020-11-12
54,3.587756524591508e-06,0.0,0.003101145038167939,0.028521727806871008,0.030036547760217157,0.0,2020-11-12
55,0.0002214158312319331,8.899726778387903e-06,0.17151717557251908,0.02855838450103703,0.2000957361101307,0.015046296296296299,2020-11-12
56,9.30254013161941e-05,0.00022249316945969756,0.07848282442748092,0.028523778531020155,0.03199825730725539,0.8953168044077134,2020-11-12
57,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-12
58,0.01159383520921746,0.00734227459217002,0.0,0.03990709194242285,0.18750617076213072,0.2370637253818439,2020-11-12
59,5.125366463702155e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-12
60,0.019901797978555465,0.028372328969500635,0.0,0.047611662570772414,0.11021155903453701,0.5336595415915527,2020-11-12
61,0.00018348811940053714,5.339836067032742e-05,0.16579198473282442,0.028525316574132015,0.14385204301541293,0.10893854748603353,2020-11-12
62,0.0,0.0,0.0,0.028521471466352363,,,2020-11-12
63,0.016183600877462737,0.019063214759306887,0.0,0.044160550168274734,0.15665496834274442,0.44094313629237863,2020-11-12
64,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-13
65,5.6891567747093914e-05,8.009754100549113e-05,0.045085877862595415,0.028527623638799807,0.026461812843219974,0.527027027027027,2020-11-13
66,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-13
67,6.483588576583226e-05,8.899726778387903e-06,0.05629770992366412,0.02852557291465066,0.028700800764464712,0.05138339920948617,2020-11-13
68,0.00025703712815466304,0.00042718688536261934,0.19394083969465647,0.028557871819999744,0.04468863157177014,0.6221335992023928,2020-11-13
69,0.28924569981753695,0.4009593905467102,0.0,0.3062997476840275,0.15698925020005264,0.5189136365126434,2020-11-13
70,3.844024847776616e-06,0.0,0.003101145038167939,0.02852198414738965,0.03229434186430014,0.0,2020-11-13
71,0.00022449105111015436,8.899726778387903e-06,0.17390267175572519,0.028558897182074317,0.20289668480189557,0.014840182648401826,2020-11-13
72,9.30254013161941e-05,0.00022249316945969756,0.07848282442748092,0.028523778531020155,0.03199825730725539,0.8953168044077134,2020-11-13
73,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-13
74,0.01174939008139082,0.007440171586732287,0.0,0.040059870891534385,0.1900430465044586,0.23704414587332057,2020-11-13
75,5.125366463702155e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-13
76,0.02024955409311766,0.02887071366909036,0.0,0.04794516158552763,0.11216483050876591,0.5337079362668793,2020-11-13
77,0.00018348811940053714,5.339836067032742e-05,0.16579198473282442,0.028525316574132015,0.14385204301541293,0.10893854748603353,2020-11-13
78,0.0,0.0,0.0,0.028521471466352363,,,2020-11-13
79,0.01638784673104127,0.019321306835880136,0.0,0.04435741968659296,0.15865188601336927,0.441342966160005,2020-11-13
80,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-14
81,5.6891567747093914e-05,8.009754100549113e-05,0.045085877862595415,0.028527623638799807,0.026461812843219974,0.527027027027027,2020-11-14
82,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-14
83,6.509215408901736e-05,8.899726778387903e-06,0.05725190839694656,0.028524803893094728,0.028820458355221276,0.05118110236220473,2020-11-14
84,0.00025703712815466304,0.00042718688536261934,0.1944179389312977,0.028557359138962454,0.04468863157177014,0.6221335992023928,2020-11-14
85,0.2954725075342887,0.4044836823509518,0.0,0.3124267987606449,0.16040272865224628,0.5124429630670411,2020-11-14
86,3.844024847776616e-06,0.0,0.003101145038167939,0.02852198414738965,0.03229434186430014,0.0,2020-11-14
87,0.00022731000266519057,8.899726778387903e-06,0.17700381679389313,0.02855838450103703,0.20546422110268012,0.014656144306651634,2020-11-14
88,9.30254013161941e-05,0.00022249316945969756,0.07848282442748092,0.028523778531020155,0.03199825730725539,0.8953168044077134,2020-11-14
89,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-14
90,0.01188034319453841,0.007529168854516166,0.0,0.040188297491374786,0.19217870301900494,0.23723548825470783,2020-11-14
91,5.125366463702155e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-14
92,0.020536062078438607,0.02919110383311232,0.0,0.048222522026699924,0.11377408438362815,0.5321020777438074,2020-11-14
93,0.00018451319269327757,5.339836067032742e-05,0.16579198473282442,0.028526341936206588,0.1446644710193926,0.10833333333333334,2020-11-14
94,0.0,0.0,0.0,0.028521471466352363,,,2020-11-14
95,0.016626945076572974,0.019499301371447897,0.0,0.04459145858011449,0.16098955751486613,0.43900371449268677,2020-11-14
96,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-15
97,5.6891567747093914e-05,8.009754100549113e-05,0.045085877862595415,0.028527623638799807,0.026461812843219974,0.527027027027027,2020-11-15
98,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-15
99,6.509215408901736e-05,8.899726778387903e-06,0.05725190839694656,0.028524803893094728,0.028820458355221276,0.05118110236220473,2020-11-15
100,0.00025703712815466304,0.00042718688536261934,0.1946564885496183,0.028557102798443812,0.04468863157177014,0.6221335992023928,2020-11-15
101,0.3011098981077147,0.4057563432802613,0.0,0.318029120795599,0.16349309407291274,0.5044311430246838,2020-11-15
102,3.844024847776616e-06,0.0,0.003101145038167939,0.02852198414738965,0.03229434186430014,0.0,2020-11-15
103,0.00023115402751296718,8.899726778387903e-06,0.17986641221374045,0.02855915352259296,0.20896540696738627,0.014412416851441243,2020-11-15
104,9.30254013161941e-05,0.00022249316945969756,0.07848282442748092,0.028523778531020155,0.03199825730725539,0.8953168044077134,2020-11-15
105,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-15
106,0.01200130184308178,0.007609266395521657,0.0,0.040306983151506735,0.19415136422226484,0.23734278576156828,2020-11-15
107,5.125366463702155e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-15
108,0.02083307706501015,0.02919110383311232,0.0,0.048519620687807755,0.11544235382992979,0.5245159544369818,2020-11-15
109,0.00018451319269327757,5.339836067032742e-05,0.16579198473282442,0.028526341936206588,0.1446644710193926,0.10833333333333334,2020-11-15
110,0.0,0.0,0.0,0.028521471466352363,,,2020-11-15
111,0.016968550751378722,0.019641696999902102,0.0,0.044929059043168004,0.16432944616598655,0.4333071555864319,2020-11-15
112,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-16
113,5.714783607027902e-05,8.009754100549113e-05,0.045085877862595415,0.028527879979318452,0.026588093845653152,0.5246636771300449,2020-11-16
114,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-16
115,6.586095905857268e-05,1.7799453556775806e-05,0.05725190839694656,0.028525316574132015,0.029179431127490954,0.10116731517509728,2020-11-16
116,0.0002680566660516227,0.00042718688536261934,0.1946564885496183,0.02856812544074548,0.04667191338089748,0.5965583173996176,2020-11-16
117,0.30608739774893906,0.40745619109493336,0.0,0.3229590616501511,0.16622171338219568,0.4983071026337867,2020-11-16
118,3.844024847776616e-06,0.0,0.003101145038167939,0.02852198414738965,0.03229434186430014,0.0,2020-11-16
119,0.0002324353691288927,8.899726778387903e-06,0.183206106870229,0.028556846457925167,0.21013246892228835,0.014332965821389196,2020-11-16
120,9.30254013161941e-05,0.00022249316945969756,0.07848282442748092,0.028523778531020155,0.03199825730725539,0.8953168044077134,2020-11-16
121,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-16
122,0.012086126658056051,0.007733862570419088,0.0,0.04038824309591673,0.19553473468472046,0.2395360671727239,2020-11-16
123,7.688049695553231e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-16
124,0.02101682145273387,0.029244502193782648,0.0,0.0487018787965633,0.11647440662803014,0.5208813451854021,2020-11-16
125,0.00018451319269327757,5.339836067032742e-05,0.16579198473282442,0.028526341936206588,0.1446644710193926,0.10833333333333334,2020-11-16
126,0.0,0.0,0.0,0.028521471466352363,,,2020-11-16
127,0.01719714209565984,0.019659496453458877,0.0,0.045157202104760735,0.16656439040964702,0.4279349089500194,2020-11-16
128,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-17
129,5.714783607027902e-05,8.009754100549113e-05,0.045085877862595415,0.028527879979318452,0.026588093845653152,0.5246636771300449,2020-11-17
130,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-17
131,6.586095905857268e-05,1.7799453556775806e-05,0.05749045801526717,0.028525060233613373,0.029179431127490954,0.10116731517509728,2020-11-17
132,0.0002680566660516227,0.00042718688536261934,0.19513358778625953,0.028567612759708195,0.04667191338089748,0.5965583173996176,2020-11-17
133,0.3105846505525145,0.4120662495661383,0.0,0.32732479702316886,0.16868706581274745,0.4966479667907366,2020-11-17
134,3.844024847776616e-06,0.0,0.003101145038167939,0.02852198414738965,0.03229434186430014,0.0,2020-11-17
135,0.00023448551571437357,1.7799453556775806e-05,0.18487595419847327,0.028556846457925167,0.21199976805013165,0.02841530054644809,2020-11-17
136,9.328166963937922e-05,0.00022249316945969756,0.07919847328244274,0.028523265849982868,0.03209073892434685,0.8928571428571428,2020-11-17
137,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-17
138,0.012226817967484675,0.00781396011142458,0.0,0.04052666697598423,0.19782920714359692,0.2392320429251116,2020-11-17
139,7.688049695553231e-07,0.0,0.00047709923664122136,0.028521471466352363,,,2020-11-17
140,0.021336644320068883,0.029573792084583002,0.0,0.0490123071646406,0.1182707830464809,0.5188508149269149,2020-11-17
141,0.00018451319269327757,5.339836067032742e-05,0.16579198473282442,0.028526341936206588,0.1446644710193926,0.10833333333333334,2020-11-17
142,0.0,0.0,0.0,0.028521471466352363,,,2020-11-17
143,0.01737781126350534,0.019962087163924065,0.0,0.04532920659277054,0.1683307981358585,0.4300039816548938,2020-11-17
144,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-18
145,5.740410439346413e-05,8.009754100549113e-05,0.046755725190839696,0.028526341936206588,0.02671437484808633,0.5223214285714286,2020-11-18
146,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-18
147,6.61172273817578e-05,1.7799453556775806e-05,0.05796755725190839,0.028524803893094728,0.02929908871824751,0.10077519379844962,2020-11-18
148,0.00027369456916169504,0.00042718688536261934,0.2032442748091603,0.028564536673484475,0.04768661570184637,0.5842696629213484,2020-11-18
149,0.31498964675974334,0.4158308339933964,0.0,0.33162260215874606,0.1711018440296688,0.4941764160307207,2020-11-18
150,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-18
151,0.00023730446726940975,1.7799453556775806e-05,0.18845419847328243,0.028555821095850593,0.21456730435091614,0.028077753779697623,2020-11-18
152,9.328166963937922e-05,0.00022249316945969756,0.07919847328244274,0.028523265849982868,0.03209073892434685,0.8928571428571428,2020-11-18
153,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-18
154,0.012359564958894561,0.007911857105986846,0.0,0.0406566316189365,0.19999411922683563,0.23962760994422444,2020-11-18
155,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,,,2020-11-18
156,0.02166056748057486,0.030054377330615948,0.0,0.04932247919219926,0.12009018993183494,0.5193970871833703,2020-11-18
157,0.00018451319269327757,5.339836067032742e-05,0.16579198473282442,0.028526341936206588,0.1446644710193926,0.10833333333333334,2020-11-18
158,0.0,0.0,0.0,0.028521471466352363,,,2020-11-18
159,0.017541310453697438,0.02032697596183797,0.0,0.045482241882400715,0.16992933448950806,0.43378281640345373,2020-11-18
160,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-19
161,5.7916641039834346e-05,8.009754100549113e-05,0.047709923664122134,0.0285258292551693,0.026966936852952664,0.5176991150442478,2020-11-19
162,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-19
163,6.61172273817578e-05,1.7799453556775806e-05,0.05796755725190839,0.028524803893094728,0.02929908871824751,0.10077519379844962,2020-11-19
164,0.0002765135207167312,0.00042718688536261934,0.20729961832061067,0.02856299863037261,0.0481939668623208,0.5783132530120483,2020-11-19
165,0.32018958730549235,0.4195331203332057,0.0,0.336717369966786,0.17395240338737147,0.4904792661619569,2020-11-19
166,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-19
167,0.0002385858088853353,2.669918033516371e-05,0.19131679389312978,0.028553770371701447,0.21573436630581821,0.041890440386680994,2020-11-19
168,9.379420628574943e-05,0.00022249316945969756,0.07919847328244274,0.028523778531020155,0.03227570215852977,0.8879781420765028,2020-11-19
169,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-19
170,0.012484367632285708,0.0080186538273275,0.0,0.04077839336529217,0.20202947093443652,0.24043435421627396,2020-11-19
171,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,,,2020-11-19
172,0.021939643684523443,0.030499363669535342,0.0,0.04958881699106987,0.12165770108543501,0.5203826566369202,2020-11-19
173,0.00018476946101646268,5.339836067032742e-05,0.16650763358778625,0.0285258292551693,0.14486757802038755,0.10818307905686546,2020-11-19
174,0.0,0.0,0.0,0.028521471466352363,,,2020-11-19
175,0.017809879656395432,0.020531669677740894,0.0,0.045744990914010325,0.17255514342152167,0.4315438076463733,2020-11-19
176,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-20
177,5.8172909363019454e-05,8.009754100549113e-05,0.047709923664122134,0.028526085595687947,0.02709321785538584,0.5154185022026432,2020-11-20
178,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-20
179,6.63734957049429e-05,1.7799453556775806e-05,0.05796755725190839,0.028525060233613373,0.029418746309004075,0.1003861003861004,2020-11-20
180,0.00027676978903991636,0.00042718688536261934,0.20729961832061067,0.028563254970891256,0.04824008969509121,0.577777777777778,2020-11-20
181,0.32476269553273057,0.4234134012085829,0.0,0.341180002055851,0.1764593390602415,0.48804522456039573,2020-11-20
182,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-20
183,0.0002416610287635566,2.669918033516371e-05,0.19561068702290074,0.028552232328589586,0.21853531499758314,0.041357370095440084,2020-11-20
184,9.430674293211965e-05,0.00022249316945969756,0.07919847328244274,0.02852429121205744,0.032460665392712695,0.8831521739130436,2020-11-20
185,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-20
186,0.012578930643541012,0.008125450548668155,0.0,0.0408699069304479,0.20357165734122235,0.2418050320871957,2020-11-20
187,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,,,2020-11-20
188,0.02220052483752588,0.030784154926443756,0.0,0.04984156874245238,0.1231230145421521,0.5190696063719266,2020-11-20
189,0.0001860508026323882,5.339836067032742e-05,0.16650763358778625,0.02852711095776252,0.14588311302536205,0.10743801652892562,2020-11-20
190,0.0,0.0,0.0,0.028521471466352363,,,2020-11-20
191,0.01807127334604424,0.020807561207870917,0.0,0.04599851168694876,0.17511079715306166,0.4310166342867677,2020-11-20
192,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-21
193,5.8172909363019454e-05,8.009754100549113e-05,0.047709923664122134,0.028526085595687947,0.02709321785538584,0.5154185022026432,2020-11-21
194,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-21
195,6.688603235131311e-05,1.7799453556775806e-05,0.058444656488549615,0.028525060233613373,0.02965806149051719,0.0996168582375479,2020-11-21
196,0.00028035754556450786,0.00042718688536261934,0.21159351145038166,0.028562229608816683,0.048885809353876854,0.5703839122486288,2020-11-21
197,0.3292768620456363,0.42578072853163407,0.0,0.3456272537137974,0.1789339634299587,0.4840457283925252,2020-11-21
198,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-21
199,0.0002442237119954077,2.669918033516371e-05,0.20229007633587787,0.028547618199254002,0.2208694389073873,0.040923399790136414,2020-11-21
200,9.430674293211965e-05,0.00022249316945969756,0.07919847328244274,0.02852429121205744,0.032460665392712695,0.8831521739130436,2020-11-21
201,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-21
202,0.012670418434918096,0.008214447816452034,0.0,0.0409588570904172,0.20506369134453548,0.24268840257271146,2020-11-21
203,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,,,2020-11-21
204,0.022427834840191074,0.03111344481724411,0.0,0.05005945818329937,0.12439976605109909,0.5193048207776775,2020-11-21
205,0.00019117616909609036,5.339836067032742e-05,0.16698473282442747,0.028531725087098104,0.14994525304526035,0.10455764075067024,2020-11-21
206,0.0,0.0,0.0,0.028521471466352363,,,2020-11-21
207,0.01833164196240031,0.021047853830887392,0.0,0.046252032459887196,0.17765642871310547,0.4298016300169153,2020-11-21
208,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,0.0,0.0,2020-11-22
209,5.8172909363019454e-05,8.009754100549113e-05,0.047709923664122134,0.028526085595687947,0.02709321785538584,0.5154185022026432,2020-11-22
210,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-22
211,6.688603235131311e-05,1.7799453556775806e-05,0.058444656488549615,0.028525060233613373,0.02965806149051719,0.0996168582375479,2020-11-22
212,0.00028035754556450786,0.00042718688536261934,0.21159351145038166,0.028562229608816683,0.048885809353876854,0.5703839122486288,2020-11-22
213,0.3335483424564856,0.42907362743963756,0.0,0.34980509148664946,0.18127554952104294,0.4815425193940498,2020-11-22
214,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-22
215,0.00024550505361133323,3.559890711355161e-05,0.20515267175572519,0.028545567475104852,0.22203650086228932,0.054279749478079335,2020-11-22
216,9.430674293211965e-05,0.00022249316945969756,0.07919847328244274,0.02852429121205744,0.032460665392712695,0.8831521739130436,2020-11-22
217,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-22
218,0.012758062201447403,0.008303445084235913,0.0,0.041043962142606846,0.2064930348435077,0.24363249236702547,2020-11-22
219,7.688049695553231e-07,0.0,0.0007156488549618321,0.028521471466352363,,,2020-11-22
220,0.022644125304959305,0.031175742904692823,0.0,0.050274015197403994,0.12561462318024372,0.5153744298955422,2020-11-22
221,0.00019117616909609036,5.339836067032742e-05,0.16698473282442747,0.028531725087098104,0.14994525304526035,0.10455764075067024,2020-11-22
222,0.0,0.0,0.0,0.028521471466352363,,,2020-11-22
223,0.01853870676753388,0.021145750825449658,0.0,0.046456335853246086,0.17968090735534498,0.42697778576464246,2020-11-22
224,1.025073292740431e-06,0.0,0.0007156488549618321,0.028521727806871008,0.0005241898989815381,0.0,2020-11-23
225,5.8172909363019454e-05,8.009754100549113e-05,0.047709923664122134,0.028526085595687947,0.02709321785538584,0.5154185022026432,2020-11-23
226,1.8195050946142647e-05,8.899726778387903e-06,0.016698473282442748,0.028521471466352363,0.01689277664631012,0.18309859154929575,2020-11-23
227,6.791110564405354e-05,1.7799453556775806e-05,0.058444656488549615,0.028526085595687947,0.030136691853543417,0.09811320754716982,2020-11-23
228,0.00028035754556450786,0.00042718688536261934,0.21159351145038166,0.028562229608816683,0.048885809353876854,0.5703839122486288,2020-11-23
229,0.33696414293621996,0.43080017443464486,0.0,0.35317212419903204,0.18314805978070578,0.4785791641569473,2020-11-23
230,4.100293170961724e-06,0.0,0.003101145038167939,0.028522240487908294,0.034552135968383135,0.0,2020-11-23
231,0.0002478114685199992,4.4498633891939515e-05,0.2077767175572519,0.028544798453548924,0.22413721238111303,0.0672182006204757,2020-11-23
232,9.456301125530475e-05,0.00022249316945969756,0.07919847328244274,0.028524547552576086,0.03255314700980415,0.8807588075880761,2020-11-23
233,3.3314882014064006e-06,8.899726778387903e-06,0.0028625954198473282,0.028521471466352363,0.0188776521951885,1.0,2020-11-23
234,0.012829817331939233,0.008330144264571078,0.0,0.04111496846627111,0.20766325759120433,0.24304889741131355,2020-11-23
