,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
162,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
163,258,2,243.0,13.0,392.5745587340231,0.7751937984496124
164,1079,48,869.0,162.0,632.848286500214,4.448563484708064
165,1249431,47140,0.0,1202291.0,2232.0355430425243,3.772917432015053
166,16,0,13.0,3.0,459.37410278495554,0.0
167,931,3,802.0,126.0,2763.3492624142946,0.322234156820623
168,366,25,332.0,9.0,430.42619249223816,6.830601092896176
169,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
170,48716,901,0.0,47815.0,2589.073129251701,1.8494950324328765
171,3,0,3.0,0.0,,
172,85612,3427,0.0,82185.0,1567.0382369630074,4.002943512591694
173,721,6,698.0,17.0,1862.1829639960745,0.8321775312066574
174,0,0,0.0,0.0,,
175,69497,2307,0.0,67190.0,2214.2675078060283,3.3195677511259483
176,3,0,3.0,0.0,19.99733368884149,0.0
177,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
178,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
179,259,2,243.0,14.0,394.0961655508217,0.7722007722007722
180,1080,48,869.0,163.0,633.4348002041068,4.4444444444444455
181,1267276,47576,0.0,1219700.0,2263.914593798904,3.754194035079967
182,16,0,13.0,3.0,459.37410278495554,0.0
183,943,3,820.0,120.0,2798.967083197293,0.3181336161187699
184,368,25,332.0,11.0,432.77824818891713,6.793478260869565
185,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
186,49085,913,0.0,48172.0,2608.684098639456,1.8600387083630439
187,3,0,3.0,0.0,,
188,86630,3459,0.0,83171.0,1585.671663646514,3.9928431259378967
189,726,6,698.0,22.0,1875.0968541763518,0.8264462809917356
190,0,0,0.0,0.0,,
191,70517,2338,0.0,68179.0,2246.7660740457527,3.3155125714366744
192,3,0,3.0,0.0,19.99733368884149,0.0
193,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
194,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
195,261,2,245.0,14.0,397.1393791844188,0.7662835249042146
196,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
197,1284891,47842,0.0,1237049.0,2295.3827629820707,3.723428679942501
198,16,0,13.0,3.0,459.37410278495554,0.0
199,953,3,848.0,102.0,2828.648600516459,0.3147953830010493
200,368,25,332.0,11.0,432.77824818891713,6.793478260869565
201,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
202,49442,923,0.0,48519.0,2627.65731292517,1.8668338659439343
203,3,0,3.0,0.0,,
204,87517,3496,0.0,84021.0,1601.907272161514,3.994652467520596
205,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
206,0,0,0.0,0.0,,
207,71533,2365,0.0,69168.0,2279.137194927675,3.3061663847455023
208,3,0,3.0,0.0,19.99733368884149,0.0
209,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
210,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
211,261,2,245.0,14.0,397.1393791844188,0.7662835249042146
212,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
213,1301559,48212,0.0,1253347.0,2325.159171948579,3.7041732261080753
214,16,0,13.0,3.0,459.37410278495554,0.0
215,958,4,860.0,94.0,2843.489359176041,0.4175365344467641
216,368,25,332.0,11.0,432.77824818891713,6.793478260869565
217,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
218,49784,933,0.0,48851.0,2645.833333333333,1.874096095130965
219,3,0,3.0,0.0,,
220,88361,3503,0.0,84858.0,1617.3558105906686,3.9644186915041706
221,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
222,0,0,0.0,0.0,,
223,72341,2376,0.0,69965.0,2304.881157203849,3.284444505881865
224,4,0,3.0,1.0,26.663111585121985,0.0
225,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
226,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
227,265,2,245.0,18.0,403.22580645161287,0.7547169811320755
228,1094,48,887.0,159.0,641.6459920586044,4.387568555758683
229,1314888,48406,0.0,1266482.0,2348.970652337023,3.6813781858226715
230,16,0,13.0,3.0,459.37410278495554,0.0
231,967,5,871.0,91.0,2870.20272476329,0.5170630816959669
232,369,25,332.0,12.0,433.9542760372565,6.7750677506775085
233,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
234,50064,936,0.0,49128.0,2660.714285714286,1.8696069031639504
235,3,0,3.0,0.0,,
236,89310,3503,0.0,85807.0,1634.726264345725,3.9222931362669353
237,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
238,0,0,0.0,0.0,,
239,73233,2385,0.0,70848.0,2333.301471993883,3.256728524026053
240,4,0,3.0,1.0,26.663111585121985,0.0
241,227,9,200.0,18.0,364.5239509899956,3.9647577092511015
242,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
243,266,2,249.0,15.0,404.74741326841144,0.7518796992481203
244,1124,48,937.0,139.0,659.2414031753852,4.270462633451957
245,1324742,48941,0.0,1275801.0,2366.5742480867207,3.6943797358278063
246,16,0,13.0,3.0,459.37410278495554,0.0
247,981,5,885.0,91.0,2911.7568490101207,0.509683995922528
248,369,25,336.0,8.0,433.9542760372565,6.7750677506775085
249,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
250,50143,947,0.0,49196.0,2664.9128401360545,1.8885986079811736
251,3,0,3.0,0.0,,
252,90081,3544,0.0,86537.0,1648.8386140244907,3.934236964509719
253,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
254,0,0,0.0,0.0,,
255,73828,2406,0.0,71422.0,2352.2589689670554,3.2589261526792
256,4,0,3.0,1.0,26.663111585121985,0.0
257,239,9,205.0,25.0,383.79393958858566,3.7656903765690375
258,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
259,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
260,1147,48,960.0,139.0,672.7312183649171,4.184829991281603
261,1340635,49545,0.0,1291090.0,2394.9661647956673,3.695636769142981
262,16,0,13.0,3.0,459.37410278495554,0.0
263,991,5,895.0,91.0,2941.438366329287,0.5045408678102926
264,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
265,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
266,50676,954,0.0,49722.0,2693.239795918367,1.8825479516931087
267,3,0,3.0,0.0,,
268,90961,3588,0.0,87373.0,1664.946094851097,3.944547663284265
269,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
270,0,0,0.0,0.0,,
271,74735,2446,0.0,72289.0,2381.1572038488503,3.272897571419014
272,4,0,3.0,1.0,26.663111585121985,0.0
273,241,9,206.0,26.0,387.0056043550174,3.7344398340248968
274,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
275,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
276,1147,48,960.0,139.0,672.7312183649171,4.184829991281603
277,1355272,49956,0.0,1305316.0,2421.114310826551,3.6860497376172456
278,16,0,13.0,3.0,459.37410278495554,0.0
279,991,5,903.0,83.0,2941.438366329287,0.5045408678102926
280,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
281,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
282,51118,962,0.0,50156.0,2716.730442176871,1.8819202629210845
283,3,0,3.0,0.0,,
284,92186,3639,0.0,88547.0,1687.3684403199536,3.9474540602694552
285,746,6,700.0,40.0,1926.752414897464,0.8042895442359249
286,0,0,0.0,0.0,,
287,75986,2474,0.0,73512.0,2421.015739501689,3.255862922117232
288,4,0,3.0,1.0,26.663111585121985,0.0
289,242,9,207.0,26.0,388.61143673823324,3.71900826446281
290,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
291,269,2,249.0,18.0,409.3122337188072,0.7434944237918215
292,1218,48,960.0,210.0,714.3736913412982,3.9408866995073883
293,1367546,50407,0.0,1317139.0,2443.0410953030882,3.685945481907007
294,16,0,13.0,3.0,459.37410278495554,0.0
295,999,5,905.0,89.0,2965.183580184619,0.5005005005005005
296,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
297,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
298,51509,974,0.0,50535.0,2737.510629251701,1.890931681842008
299,3,0,3.0,0.0,,
300,93155,3676,0.0,89479.0,1705.1049731847052,3.946111319843272
301,748,6,705.0,37.0,1931.917970969575,0.8021390374331551
302,0,0,0.0,0.0,,
303,77091,2494,0.0,74597.0,2456.222519594724,3.2351376944130963
304,4,0,3.0,1.0,26.663111585121985,0.0
305,247,9,211.0,27.0,396.6405986543125,3.6437246963562764
306,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
307,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
308,1218,48,975.0,195.0,714.3736913412982,3.9408866995073883
309,1380869,50804,0.0,1330065.0,2466.841857041796,3.6791324883098975
310,16,0,13.0,3.0,459.37410278495554,0.0
311,1009,5,920.0,84.0,2994.865097503785,0.4955401387512389
312,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
313,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
314,51824,983,0.0,50841.0,2754.2517006802723,1.896804569311516
315,3,0,3.0,0.0,,
316,93943,3720,0.0,90223.0,1719.528490106712,3.959847992931884
317,748,6,706.0,36.0,1931.917970969575,0.8021390374331551
318,0,0,0.0,0.0,,
319,78536,2523,0.0,76013.0,2502.262155101001,3.2125394723438934
320,4,0,3.0,1.0,26.663111585121985,0.0
321,251,9,213.0,29.0,403.0639281871758,3.585657370517928
322,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
323,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
324,1218,48,975.0,195.0,714.3736913412982,3.9408866995073883
325,1390923,50998,0.0,1339925.0,2484.802741116026,3.6664862109548837
326,16,0,13.0,3.0,459.37410278495554,0.0
327,1014,5,932.0,77.0,3009.7058561633667,0.4930966469428008
328,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
329,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
330,52175,986,0.0,51189.0,2772.906037414966,1.8897939626257787
331,3,0,3.0,0.0,,
332,94689,3722,0.0,90967.0,1733.1832408983582,3.930762812998342
333,748,6,706.0,36.0,1931.917970969575,0.8021390374331551
334,0,0,0.0,0.0,,
335,79540,2539,0.0,77001.0,2534.250939909514,3.1921046014583863
336,6,0,3.0,3.0,39.994667377682966,0.0
337,260,9,214.0,37.0,417.51641963611837,3.4615384615384617
338,71,1,70.0,0.0,234.8116545953633,1.4084507042253518
339,274,2,252.0,20.0,416.9202678027997,0.7299270072992701
340,1299,48,1012.0,239.0,761.8813013566063,3.6951501154734414
341,1401792,51187,0.0,1350605.0,2504.219575112725,3.6515403141122222
342,16,0,13.0,3.0,459.37410278495554,0.0
343,1020,5,939.0,76.0,3027.5147665548657,0.4901960784313725
344,369,25,338.0,6.0,433.9542760372565,6.7750677506775085
345,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
346,52465,996,0.0,51469.0,2788.3184523809527,1.8984084627847133
347,3,0,3.0,0.0,,
348,95058,3725,0.0,91333.0,1739.9374004722422,3.918660186412506
349,748,6,717.0,25.0,1931.917970969575,0.8021390374331551
350,0,0,0.0,0.0,,
351,80342,2540,0.0,77802.0,2559.8037341489835,3.1614846531079634
352,6,0,3.0,3.0,39.994667377682966,0.0
353,262,9,214.0,39.0,420.72808440255005,3.435114503816794
354,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
355,285,2,254.0,29.0,433.6579427875837,0.7017543859649122
356,1341,48,1012.0,281.0,786.5148769200991,3.5794183445190155
357,1413410,51718,0.0,1361692.0,2524.9744538847963,3.6590939642425058
358,16,0,13.0,3.0,459.37410278495554,0.0
359,1030,5,950.0,75.0,3057.1962838740315,0.4854368932038835
360,369,25,340.0,4.0,433.9542760372565,6.7750677506775085
361,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
362,52856,1011,0.0,51845.0,2809.0986394557813,1.9127440593310123
363,3,0,3.0,0.0,,
364,95811,3759,0.0,92052.0,1753.7202789522814,3.923349093527883
365,750,6,720.0,24.0,1937.083527041686,0.8
366,0,0,0.0,0.0,,
367,81009,2563,0.0,78446.0,2581.055247562608,3.163845992420596
368,6,0,3.0,3.0,39.994667377682966,0.0
369,267,9,215.0,43.0,428.75724631862914,3.3707865168539324
370,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
371,285,2,256.0,27.0,433.6579427875837,0.7017543859649122
372,1397,48,1012.0,337.0,819.3596443380901,3.4359341445955622
373,1426733,52273,0.0,1374460.0,2548.775215623504,3.6638249763620814
374,17,0,15.0,2.0,488.0849842090152,0.0
375,1035,5,954.0,76.0,3072.037042533614,0.4830917874396135
376,369,25,344.0,0.0,433.9542760372565,6.7750677506775085
377,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
378,53272,1015,0.0,52257.0,2831.207482993197,1.90531611353056
379,3,0,3.0,0.0,,
380,96762,3797,0.0,92965.0,1771.1273406183075,3.9240610983650615
381,750,6,720.0,24.0,1937.083527041686,0.8
382,0,0,0.0,0.0,,
383,82489,2614,0.0,79875.0,2628.210029949659,3.168907369467444
384,6,0,3.0,3.0,39.994667377682966,0.0
385,272,9,216.0,47.0,436.78640823470846,3.3088235294117645
386,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
387,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
388,1458,48,1012.0,398.0,855.1369802755441,3.2921810699588483
389,1438725,52601,0.0,1386124.0,2570.1982235624505,3.6560843802672505
390,17,0,15.0,2.0,488.0849842090152,0.0
391,1038,5,960.0,73.0,3080.941497729364,0.4816955684007707
392,369,25,344.0,0.0,433.9542760372565,6.7750677506775085
393,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
394,53728,1026,0.0,52702.0,2855.4421768707484,1.909618820726623
395,3,0,3.0,0.0,,
396,97720,3848,0.0,93872.0,1788.662529972727,3.937781416291445
397,751,6,733.0,12.0,1939.6663050777413,0.7989347536617842
398,0,0,0.0,0.0,,
399,83961,2638,0.0,81323.0,2675.109921621105,3.141934945986826
400,7,0,3.0,4.0,46.66044527396347,0.0
401,278,9,216.0,53.0,446.4214025340035,3.2374100719424463
402,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
403,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
404,1526,48,1012.0,466.0,895.0199121402472,3.145478374836173
405,1452137,53025,0.0,1399112.0,2594.157978605575,3.651514974138115
406,17,0,15.0,2.0,488.0849842090152,0.0
407,1042,5,969.0,68.0,3092.81410465703,0.4798464491362764
408,370,25,344.0,1.0,435.130303885596,6.756756756756758
409,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
410,54177,1032,0.0,53145.0,2879.3048469387754,1.904867379146132
411,3,0,3.0,0.0,,
412,98686,3889,0.0,94797.0,1806.3441509710249,3.9407818738220213
413,755,6,738.0,11.0,1949.997417221964,0.7947019867549668
414,0,0,0.0,0.0,,
415,85432,2671,0.0,82761.0,2721.9779519531007,3.1264631519805226
416,7,0,3.0,4.0,46.66044527396347,0.0
417,288,9,216.0,63.0,462.4797263661618,3.125
418,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
419,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
420,1549,48,1012.0,489.0,908.509727329779,3.0987734021949644
421,1464803,53369,0.0,1411434.0,2616.785048198195,3.643425088561397
422,17,0,15.0,2.0,488.0849842090152,0.0
423,1048,5,980.0,63.0,3110.623015048529,0.4770992366412214
424,370,25,344.0,1.0,435.130303885596,6.756756756756758
425,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
426,54628,1039,0.0,53589.0,2903.273809523809,1.9019550413707256
427,3,0,3.0,0.0,,
428,99463,3911,0.0,95552.0,1820.5663243826998,3.932115460020309
429,756,6,740.0,10.0,1952.58019525802,0.7936507936507936
430,0,0,0.0,0.0,,
431,87077,2695,0.0,84382.0,2774.389855349519,3.0949619302456446
432,7,0,3.0,4.0,46.66044527396347,0.0
433,288,9,216.0,63.0,462.4797263661618,3.125
434,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
435,288,2,257.0,29.0,438.2227632379793,0.6944444444444444
436,1645,48,1088.0,509.0,964.8150429034773,2.917933130699088
437,1479097,53570,0.0,1425527.0,2642.3204447525063,3.621804384702288
438,17,0,15.0,2.0,488.0849842090152,0.0
439,1053,5,990.0,58.0,3125.463773708112,0.4748338081671415
440,370,25,344.0,1.0,435.130303885596,6.756756756756758
441,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
442,55047,1050,0.0,53997.0,2925.5420918367345,1.9074608970516105
443,3,0,3.0,0.0,,
444,100106,3916,0.0,96190.0,1832.3357677594129,3.91185343535852
445,756,6,740.0,10.0,1952.58019525802,0.7936507936507936
446,0,0,0.0,0.0,,
447,88992,2709,0.0,86283.0,2835.404320397629,3.0440938511326863
448,10,0,3.0,7.0,66.65777896280495,0.0
449,306,9,222.0,75.0,491.3847092640471,2.9411764705882355
450,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
451,290,2,262.0,26.0,441.2659768715764,0.6896551724137931
452,1676,48,1088.0,540.0,982.9969677241507,2.863961813842482
453,1490720,53747,0.0,1436973.0,2663.084255732691,3.605438982505098
454,17,0,15.0,2.0,488.0849842090152,0.0
455,1055,5,990.0,60.0,3131.400077171945,0.4739336492890995
456,370,25,344.0,1.0,435.130303885596,6.756756756756758
457,13,1,12.0,0.0,260.05201040208044,7.6923076923076925
458,55444,1059,0.0,54385.0,2946.641156462585,1.9100353509847767
459,3,0,3.0,0.0,,
460,100783,3917,0.0,96866.0,1844.7275456226087,3.886568171219353
461,756,6,740.0,10.0,1952.58019525802,0.7936507936507936
462,0,0,0.0,0.0,,
463,91013,2711,0.0,88302.0,2899.7960874275154,2.9786953512135628
464,10,0,3.0,7.0,66.65777896280495,0.0
465,330,9,223.0,98.0,529.9246864612272,2.727272727272727
466,72,1,71.0,0.0,238.11886099811488,1.3888888888888888
467,291,2,265.0,24.0,442.78758368837487,0.6872852233676976
468,1748,48,1088.0,612.0,1025.2259544044246,2.7459954233409607
469,1501179,54285,0.0,1446894.0,2681.768648664099,3.6161577000477614
470,17,0,15.0,2.0,488.0849842090152,0.0
471,1058,5,1004.0,49.0,3140.3045323676947,0.4725897920604915
472,370,25,344.0,1.0,435.130303885596,6.756756756756758
